"","marital_status","application_mode","course","attendance_mode","previous_qualification","nationality","mother_qualification","father_qualification","mother_occupation","father_occupation","displaced","educational_special_needs","debtor","gender","scholarship_holder","age_at_enrollment","international","outcome","dropout"
"1833",1,4,15,1,17,1,13,1,5,9,0,0,0,1,0,25,0,"Graduate",0
"1834",1,1,5,1,1,1,22,1,10,9,1,0,0,1,0,22,0,"Graduate",0
"1835",1,12,12,1,1,1,1,1,5,10,0,0,0,1,0,24,0,"Graduate",0
"1836",1,1,12,1,1,1,1,3,6,11,1,0,0,1,0,19,0,"Graduate",0
"1837",1,8,2,1,1,1,23,27,5,7,0,0,0,1,0,20,0,"Dropout",1
"1838",1,1,12,1,1,1,13,14,10,8,1,0,0,1,1,19,0,"Graduate",0
"1839",1,14,11,1,1,1,22,27,10,10,1,0,0,1,0,19,0,"Dropout",1
"1840",1,1,14,1,1,1,3,3,4,4,1,0,0,1,0,19,0,"Graduate",0
"1841",1,14,4,1,1,1,22,27,10,7,0,0,1,1,0,23,0,"Dropout",1
"1842",2,12,15,1,1,1,22,28,10,4,0,0,0,1,0,47,0,"Dropout",1
"1843",1,1,5,1,1,1,1,1,4,10,0,0,0,1,0,19,0,"Graduate",0
"1844",1,1,2,1,1,1,1,28,5,9,1,0,0,1,0,19,0,"Graduate",0
"1845",1,1,2,1,1,1,3,3,3,3,1,0,0,1,0,18,0,"Dropout",1
"1846",1,14,9,1,1,1,1,3,2,2,0,0,0,1,0,28,0,"Dropout",1
"1847",1,14,11,1,6,1,19,24,1,1,1,0,0,1,0,20,0,"Dropout",1
"1848",1,1,2,1,1,1,13,14,5,9,1,0,0,1,1,21,0,"Graduate",0
"1849",1,12,11,1,12,1,23,27,5,6,0,0,1,1,0,24,0,"Dropout",1
"1850",1,12,11,1,1,1,3,1,4,5,0,0,0,1,0,28,0,"Graduate",0
"1851",1,8,12,1,1,1,23,27,6,8,1,0,0,1,1,18,0,"Graduate",0
"1852",1,12,11,1,12,1,22,27,12,12,0,0,0,1,0,48,0,"Dropout",1
"1853",1,8,10,1,1,1,22,27,10,9,1,0,0,1,0,21,0,"Graduate",0
"1854",1,15,7,1,1,1,22,10,10,9,1,0,1,1,0,23,0,"Dropout",1
"1855",1,1,8,1,1,1,1,1,5,11,1,0,0,1,0,18,0,"Graduate",0
"1856",1,15,10,1,14,1,1,1,5,4,0,0,0,1,0,22,0,"Dropout",1
"1857",1,7,2,1,1,1,13,27,10,8,1,0,0,1,0,25,0,"Dropout",1
"1858",1,4,6,1,15,1,5,3,3,3,0,0,1,1,0,27,0,"Dropout",1
"1859",1,12,7,1,9,1,19,24,1,1,0,0,0,1,0,49,0,"Dropout",1
"1860",1,12,17,0,1,1,13,27,6,6,0,0,0,1,0,31,0,"Dropout",1
"1861",1,12,11,1,1,1,22,27,10,7,0,0,0,1,0,54,0,"Dropout",1
"1862",1,4,1,1,15,1,23,27,6,7,1,0,1,1,0,25,0,"Dropout",1
"1863",1,4,5,1,3,1,4,4,3,3,0,0,0,1,0,28,0,"Dropout",1
"1864",2,12,3,0,12,1,22,27,10,7,0,0,0,1,0,41,0,"Graduate",0
"1865",1,14,9,1,1,1,1,1,5,5,0,0,0,1,0,22,0,"Dropout",1
"1866",1,1,11,1,1,1,2,1,3,4,0,0,0,1,0,34,0,"Dropout",1
"1867",1,12,4,1,1,1,23,28,10,10,0,0,1,1,0,28,0,"Dropout",1
"1868",1,4,4,1,3,1,24,29,10,5,0,0,0,1,0,50,0,"Dropout",1
"1869",1,1,9,1,1,1,3,1,4,5,1,0,0,1,0,19,0,"Dropout",1
"1870",1,14,12,1,1,1,3,4,3,5,0,0,0,1,0,18,0,"Dropout",1
"1871",2,12,17,0,1,1,22,27,2,2,0,0,0,1,0,59,0,"Dropout",1
"1872",2,4,17,0,3,1,19,24,13,13,1,0,0,1,0,33,0,"Dropout",1
"1873",1,8,5,1,1,1,22,28,10,11,1,0,0,1,1,23,0,"Graduate",0
"1874",2,12,17,0,12,1,22,1,6,6,0,0,0,1,0,44,0,"Dropout",1
"1875",2,1,3,0,1,1,19,24,1,1,1,0,0,1,0,37,0,"Dropout",1
"1876",2,12,2,1,12,1,22,27,10,10,0,0,0,1,0,36,0,"Dropout",1
"1877",1,1,17,0,1,1,1,3,5,3,0,0,0,1,0,22,0,"Dropout",1
"1878",2,12,3,0,12,1,22,27,7,7,0,0,0,1,0,49,0,"Graduate",0
"1879",1,16,15,1,1,1,1,32,6,4,1,0,0,1,0,23,0,"Graduate",0
"1880",2,14,3,0,1,1,22,27,6,6,0,0,0,1,0,47,0,"Dropout",1
"1881",1,14,4,1,1,1,1,2,5,3,0,0,0,1,0,28,0,"Graduate",0
"1882",1,1,11,1,1,1,23,1,10,10,0,0,1,1,0,21,0,"Dropout",1
"1883",1,14,10,1,14,1,2,1,2,3,0,0,0,1,0,21,0,"Graduate",0
"1884",2,13,9,1,1,1,22,27,10,10,0,0,0,1,0,49,0,"Dropout",1
"1885",1,12,17,0,1,1,13,27,7,9,0,0,0,1,0,40,0,"Graduate",0
"1886",1,8,11,1,1,1,1,1,4,4,0,0,0,1,1,22,0,"Graduate",0
"1887",1,12,17,0,1,1,3,28,3,8,0,0,0,1,0,31,0,"Dropout",1
"1888",1,13,7,1,1,1,5,5,3,3,0,0,0,1,0,30,0,"Dropout",1
"1889",1,1,10,1,1,1,22,27,6,11,0,0,0,1,0,19,0,"Graduate",0
"1890",1,9,9,1,1,1,19,24,12,12,0,0,0,1,0,22,0,"Dropout",1
"1891",1,1,15,1,1,1,13,27,10,10,0,0,0,1,0,19,0,"Graduate",0
"1892",1,8,2,1,1,1,1,27,5,10,0,0,0,1,0,21,0,"Dropout",1
"1893",1,8,14,1,1,1,1,28,5,8,0,0,0,1,0,19,0,"Graduate",0
"1894",1,14,9,1,1,1,1,14,4,4,1,0,0,1,0,22,0,"Dropout",1
"1895",1,1,10,1,1,1,4,5,3,3,0,0,0,1,0,22,0,"Graduate",0
"1896",1,1,10,1,1,1,1,1,5,5,0,0,0,1,0,19,0,"Graduate",0
"1897",1,12,11,1,14,1,1,1,6,11,0,0,0,1,0,26,0,"Dropout",1
"1898",1,8,9,1,1,1,1,14,5,9,0,0,0,1,0,20,0,"Dropout",1
"1899",1,4,8,1,3,1,2,28,3,4,1,0,0,1,0,18,0,"Dropout",1
"1900",4,14,17,0,13,1,3,1,3,10,0,0,0,1,0,39,0,"Dropout",1
"1901",1,1,12,1,1,1,13,1,12,12,0,0,0,1,0,18,0,"Dropout",1
"1902",1,8,7,1,1,1,1,28,4,4,0,0,0,1,1,18,0,"Graduate",0
"1903",1,1,10,1,1,1,13,28,10,10,0,0,0,1,1,19,0,"Graduate",0
"1904",1,1,12,1,1,1,1,14,10,10,0,0,0,1,0,18,0,"Graduate",0
"1905",1,1,9,1,1,1,19,14,1,5,1,0,0,1,1,18,0,"Dropout",1
"1906",1,15,8,1,14,1,22,27,7,7,1,0,0,1,0,22,0,"Graduate",0
"1907",1,1,10,1,1,1,1,1,4,5,0,0,0,1,0,19,0,"Graduate",0
"1908",1,1,8,1,1,1,13,27,10,9,1,0,0,1,0,18,0,"Dropout",1
"1909",1,12,7,1,12,1,1,1,5,4,0,0,1,1,0,31,0,"Dropout",1
"1910",1,12,17,0,1,1,3,1,4,4,0,0,0,1,0,28,0,"Dropout",1
"1911",1,1,5,1,1,1,1,1,5,9,0,0,0,1,0,19,0,"Dropout",1
"1912",1,8,11,1,1,1,1,1,5,9,0,0,0,1,0,20,0,"Graduate",0
"1913",4,12,10,1,1,1,13,3,10,3,0,0,0,1,0,50,0,"Dropout",1
"1914",2,12,17,0,1,1,22,27,10,10,1,0,0,1,0,31,0,"Dropout",1
"1915",1,9,10,1,1,1,1,3,10,3,1,0,0,1,0,21,0,"Graduate",0
"1916",2,12,7,1,1,1,22,27,10,10,0,0,0,1,0,34,0,"Dropout",1
"1917",2,12,17,0,1,1,22,27,2,5,1,0,0,1,0,40,0,"Dropout",1
"1918",1,1,2,1,1,1,23,14,10,3,1,0,0,1,1,18,0,"Graduate",0
"1919",2,12,5,1,9,1,22,28,6,11,0,0,1,1,1,46,0,"Dropout",1
"1920",1,14,3,0,1,1,19,24,1,1,0,0,0,1,0,37,0,"Dropout",1
"1921",1,12,4,1,1,1,13,27,10,8,1,0,0,1,0,31,0,"Dropout",1
"1922",1,12,4,1,1,1,1,14,5,11,0,0,0,1,0,34,0,"Graduate",0
"1923",1,1,2,1,1,1,8,8,5,5,1,0,0,1,1,18,0,"Dropout",1
"1924",1,1,14,1,1,1,23,27,10,10,0,0,0,1,1,18,0,"Graduate",0
"1925",1,8,5,1,1,1,1,1,4,4,1,0,0,1,1,19,0,"Graduate",0
"1926",1,14,17,0,1,1,22,14,10,5,0,0,0,1,0,40,0,"Dropout",1
"1927",1,12,8,1,1,1,1,28,10,10,0,0,0,1,0,25,0,"Dropout",1
"1928",1,8,7,1,1,1,23,28,6,10,1,0,1,1,0,20,0,"Dropout",1
"1929",1,12,4,1,1,1,22,27,10,11,1,0,0,1,0,43,0,"Dropout",1
"1930",1,14,4,1,1,1,2,4,5,2,0,0,0,1,0,35,0,"Graduate",0
"1931",1,8,17,0,1,1,22,14,10,5,0,0,0,1,0,23,0,"Graduate",0
"1932",1,8,12,1,1,1,3,3,3,3,0,0,0,1,0,19,0,"Graduate",0
"1933",1,17,6,1,16,1,1,14,4,9,1,0,0,1,1,21,0,"Graduate",0
"1934",1,9,7,1,1,1,1,1,5,4,1,0,0,1,0,20,0,"Graduate",0
"1935",1,12,14,1,1,1,13,14,4,4,0,1,0,1,1,30,0,"Dropout",1
"1936",4,12,11,1,1,1,22,14,10,10,1,0,0,1,0,44,0,"Graduate",0
"1937",1,9,12,1,1,1,13,3,5,10,0,0,0,1,0,19,0,"Graduate",0
"1938",1,15,8,1,14,1,2,1,4,7,1,0,0,1,0,22,0,"Graduate",0
"1939",1,1,8,1,1,1,3,3,2,3,0,0,0,1,0,18,0,"Graduate",0
"1940",1,8,14,1,1,1,22,27,10,10,1,0,0,1,1,21,0,"Graduate",0
"1941",1,1,6,1,1,1,22,14,12,12,0,0,0,1,0,18,0,"Dropout",1
"1942",1,8,14,1,1,1,3,1,3,4,1,0,0,1,0,18,0,"Graduate",0
"1943",1,1,2,1,1,1,1,1,5,4,0,0,0,1,0,19,0,"Graduate",0
"1944",1,15,4,1,14,1,1,28,7,7,1,0,0,1,0,21,0,"Dropout",1
"1945",1,12,4,1,1,1,3,3,3,3,0,0,0,1,0,31,0,"Graduate",0
"1946",1,8,11,1,1,1,1,1,3,4,1,0,0,1,0,21,0,"Dropout",1
"1947",1,13,15,1,1,1,13,6,5,4,0,0,0,1,0,27,0,"Dropout",1
"1948",1,1,9,1,1,1,13,14,10,10,1,0,0,1,0,20,0,"Graduate",0
"1949",1,9,15,1,1,1,1,1,5,8,1,0,0,1,0,19,0,"Graduate",0
"1950",1,8,8,1,1,1,10,10,3,9,1,0,0,1,0,18,0,"Graduate",0
"1951",1,12,8,1,1,1,1,14,5,6,1,0,0,1,0,29,0,"Dropout",1
"1952",1,1,2,1,1,1,13,3,10,3,1,0,0,1,1,19,0,"Graduate",0
"1953",1,1,14,1,1,1,22,27,6,9,0,0,0,1,0,21,0,"Dropout",1
"1954",1,12,9,1,1,1,22,1,8,4,0,0,0,1,1,25,0,"Graduate",0
"1955",1,12,9,1,1,1,22,27,10,10,0,0,0,1,0,32,0,"Dropout",1
"1956",1,14,17,0,1,1,3,4,3,3,0,0,0,1,0,26,0,"Dropout",1
"1957",1,1,8,1,1,1,2,27,10,8,1,0,0,1,1,18,0,"Graduate",0
"1958",1,8,11,1,1,1,1,14,5,8,0,0,0,1,1,19,0,"Graduate",0
"1959",1,1,5,1,1,1,13,28,6,8,1,0,0,1,1,19,0,"Graduate",0
"1960",1,4,7,1,15,1,1,1,5,5,0,0,0,1,0,27,0,"Dropout",1
"1961",1,15,5,1,14,1,13,28,5,1,1,0,0,1,0,21,0,"Graduate",0
"1962",1,1,2,1,1,1,1,28,6,8,1,0,1,1,0,19,0,"Graduate",0
"1963",1,8,9,1,1,1,23,14,6,6,1,0,0,1,1,18,0,"Dropout",1
"1964",1,12,10,1,1,1,13,1,6,6,0,0,0,1,0,28,0,"Dropout",1
"1965",2,12,4,1,1,1,1,27,10,2,0,0,1,1,0,25,0,"Dropout",1
"1966",1,14,4,1,1,1,22,1,6,5,0,0,0,1,0,25,0,"Dropout",1
"1967",1,1,11,1,1,1,4,14,5,6,0,0,0,1,0,26,0,"Dropout",1
"1968",1,8,9,1,1,1,22,27,7,6,1,0,0,1,1,18,0,"Graduate",0
"1969",1,12,4,1,1,1,1,3,5,6,0,0,0,1,0,25,0,"Dropout",1
"1970",1,8,15,1,1,1,3,14,3,4,1,0,0,1,0,19,0,"Graduate",0
"1971",1,8,12,1,1,1,1,1,6,6,0,0,0,1,0,19,0,"Graduate",0
"1972",4,12,3,0,12,1,1,27,10,2,0,0,0,1,0,45,0,"Dropout",1
"1973",2,12,17,0,1,1,22,27,10,10,0,0,0,1,0,52,0,"Graduate",0
"1974",1,1,9,1,1,1,13,14,10,4,1,0,0,1,0,20,0,"Dropout",1
"1975",1,1,12,1,1,1,23,27,6,11,1,0,0,1,0,19,0,"Graduate",0
"1976",1,1,12,1,1,1,1,28,10,10,0,0,1,1,0,21,0,"Dropout",1
"1977",2,12,3,0,1,1,22,27,10,10,0,0,0,1,0,35,0,"Graduate",0
"1978",2,12,2,1,9,1,22,27,8,8,1,0,0,1,0,36,0,"Graduate",0
"1979",4,12,12,1,12,1,22,28,6,6,0,0,1,1,0,47,0,"Dropout",1
"1980",1,9,17,0,1,1,28,30,3,3,0,0,0,1,0,22,0,"Dropout",1
"1981",2,12,17,0,1,1,22,27,10,10,1,0,0,1,0,41,0,"Dropout",1
"1982",1,4,7,1,3,1,19,24,12,12,0,0,0,1,0,26,0,"Dropout",1
"1983",2,12,3,0,1,1,19,24,12,12,0,0,0,0,0,51,0,"Dropout",1
"1984",2,12,3,0,1,1,19,24,1,1,1,0,0,0,0,41,0,"Graduate",0
"1985",1,14,9,1,1,1,19,27,10,10,1,0,0,1,0,23,0,"Graduate",0
"1986",1,14,10,1,1,1,19,21,1,6,1,0,0,1,0,22,0,"Dropout",1
"1987",1,8,5,1,1,1,22,27,10,10,1,1,0,1,1,25,0,"Dropout",1
"1988",1,14,17,0,1,1,22,27,10,10,1,0,0,1,0,25,0,"Graduate",0
"1989",1,17,2,1,16,1,1,14,10,10,1,0,0,1,1,22,0,"Graduate",0
"1990",1,12,6,1,2,1,23,28,10,11,0,0,0,1,0,47,0,"Dropout",1
"1991",2,12,17,0,12,1,22,27,6,6,1,0,0,1,0,41,0,"Dropout",1
"1992",1,12,4,1,1,1,22,27,10,10,1,0,0,1,0,43,0,"Graduate",0
"1993",1,12,4,1,1,1,1,27,10,9,0,0,0,1,0,29,0,"Dropout",1
"1994",1,12,7,1,1,1,22,27,6,6,0,0,0,1,0,30,0,"Dropout",1
"1995",1,12,9,1,13,1,13,28,10,10,0,0,0,1,0,26,0,"Dropout",1
"1996",1,12,17,0,1,1,13,28,10,10,0,0,0,1,0,27,0,"Dropout",1
"1997",2,12,14,1,1,1,22,27,10,10,0,0,0,1,1,36,0,"Graduate",0
"1998",1,12,4,1,12,1,1,14,5,11,0,0,0,1,0,29,0,"Dropout",1
"1999",1,13,7,1,1,1,19,24,1,1,1,0,0,1,0,35,0,"Dropout",1
"2000",1,1,15,1,1,1,23,28,7,4,0,0,0,1,1,18,0,"Graduate",0
"2001",1,1,17,0,1,1,23,27,10,10,0,0,0,1,1,24,0,"Graduate",0
"2002",1,1,15,1,1,1,23,28,10,8,1,0,0,1,1,18,0,"Dropout",1
"2003",1,13,7,1,1,1,23,27,6,9,1,0,0,1,0,21,0,"Graduate",0
"2004",1,12,4,1,1,1,1,3,3,7,0,0,0,1,0,32,0,"Graduate",0
"2005",1,1,7,1,1,1,22,27,10,6,1,0,0,1,1,22,0,"Dropout",1
"2006",1,4,4,1,3,1,1,28,10,8,1,0,0,1,0,32,0,"Dropout",1
"2007",1,14,14,1,6,1,19,24,1,1,0,0,0,1,0,35,0,"Dropout",1
"2008",1,9,9,1,1,1,1,28,5,8,1,0,0,1,0,23,0,"Dropout",1
"2009",2,14,14,1,1,1,19,24,1,1,0,0,0,1,0,35,0,"Dropout",1
"2010",2,12,4,1,3,1,3,14,5,7,0,0,0,1,0,32,0,"Graduate",0
"2011",1,1,16,1,1,1,19,24,1,1,0,0,0,1,0,20,0,"Dropout",1
"2012",1,4,17,0,15,1,22,27,7,7,1,0,0,1,0,44,0,"Dropout",1
"2013",2,12,11,1,12,1,22,14,10,11,0,0,0,1,0,53,0,"Graduate",0
"2014",1,12,7,1,12,1,22,27,10,5,0,0,1,1,0,28,0,"Dropout",1
"2015",1,4,17,0,3,1,22,27,10,10,0,0,0,1,0,31,0,"Dropout",1
"2016",1,12,4,1,1,1,1,3,10,11,0,0,1,1,0,44,0,"Dropout",1
"2017",1,1,6,1,1,1,1,1,10,10,1,0,0,1,0,19,0,"Graduate",0
"2018",1,9,7,1,1,1,3,14,4,6,0,0,0,1,1,18,0,"Dropout",1
"2019",1,15,4,1,14,1,13,14,6,6,1,0,0,1,0,20,0,"Graduate",0
"2020",1,12,5,1,1,1,22,27,8,8,0,0,0,1,0,55,0,"Graduate",0
"2021",1,8,7,1,1,1,10,14,6,6,0,0,0,1,0,19,0,"Dropout",1
"2022",1,1,9,1,1,1,13,27,10,10,0,0,0,1,0,18,0,"Graduate",0
"2023",2,12,15,1,1,1,22,27,8,5,0,0,0,1,0,43,0,"Dropout",1
"2024",1,9,11,1,1,1,13,14,10,7,1,0,0,1,0,18,0,"Dropout",1
"2025",1,1,2,1,1,1,3,3,3,3,1,0,0,1,0,18,0,"Dropout",1
"2026",1,8,11,1,1,1,22,28,10,10,1,0,1,1,1,20,0,"Dropout",1
"2027",2,12,17,0,1,1,22,14,10,10,0,0,1,1,0,29,0,"Dropout",1
"2028",1,12,8,1,12,1,22,27,10,11,1,0,1,1,0,44,0,"Dropout",1
"2029",1,14,5,1,1,1,23,27,9,8,1,0,0,1,0,20,0,"Dropout",1
"2030",2,12,9,1,1,1,22,27,10,10,1,0,0,1,0,36,0,"Dropout",1
"2031",2,12,6,1,12,1,22,27,12,12,0,0,0,1,0,29,0,"Dropout",1
"2032",1,1,14,1,1,1,1,1,10,10,1,0,0,1,0,18,0,"Dropout",1
"2033",1,12,4,1,1,1,1,1,2,7,0,0,0,1,0,24,0,"Dropout",1
"2034",1,1,15,1,1,1,3,14,3,6,0,0,0,1,0,20,0,"Graduate",0
"2035",2,12,3,0,12,1,13,27,10,10,0,0,1,1,0,45,0,"Dropout",1
"2036",1,14,12,1,1,1,23,27,5,5,1,0,0,1,1,28,0,"Graduate",0
"2037",1,1,12,1,1,1,1,14,5,8,1,0,0,1,0,18,0,"Graduate",0
"2038",1,1,9,1,1,1,13,14,10,5,1,0,0,1,0,23,0,"Dropout",1
"2039",1,1,5,1,1,1,13,14,6,6,0,0,0,1,1,22,0,"Graduate",0
"2040",1,12,17,0,9,1,22,28,6,6,0,0,0,1,0,33,0,"Graduate",0
"2041",1,17,4,1,16,1,1,28,10,7,0,0,0,1,0,21,0,"Graduate",0
"2042",2,12,9,1,1,1,22,27,10,6,0,0,0,1,0,45,0,"Graduate",0
"2043",2,12,4,1,1,1,22,27,10,10,0,0,0,1,0,44,0,"Dropout",1
"2044",4,12,14,1,1,1,13,14,12,13,0,0,0,1,0,42,0,"Dropout",1
"2045",1,9,9,1,1,1,13,1,10,8,1,0,0,1,0,20,0,"Dropout",1
"2046",1,1,11,1,1,1,1,28,3,9,1,0,0,1,1,20,0,"Graduate",0
"2047",1,16,3,0,1,1,1,1,5,5,0,0,1,1,0,26,0,"Dropout",1
"2048",2,12,4,1,1,1,22,27,9,8,0,0,0,1,0,31,0,"Graduate",0
"2049",1,1,15,1,1,1,1,14,10,10,0,0,1,1,1,19,0,"Graduate",0
"2050",1,12,15,1,12,1,22,27,1,1,1,0,0,1,0,28,0,"Graduate",0
"2051",1,1,2,1,1,1,13,27,10,10,1,0,0,1,1,20,0,"Graduate",0
"2052",2,1,3,0,1,1,22,1,10,11,1,0,0,0,0,43,0,"Graduate",0
"2053",1,12,2,1,12,17,1,14,3,8,0,0,0,1,1,25,1,"Dropout",1
"2054",1,12,10,1,12,1,22,27,10,10,0,1,1,0,0,40,0,"Dropout",1
"2055",1,15,6,1,14,3,5,4,2,2,0,0,0,0,0,20,1,"Graduate",0
"2056",2,12,3,0,9,1,22,27,10,2,0,0,0,0,0,46,0,"Graduate",0
"2057",1,16,1,1,1,1,13,27,6,8,0,0,0,0,0,26,0,"Graduate",0
"2058",2,12,12,1,1,1,3,1,6,6,0,0,0,0,1,34,0,"Graduate",0
"2059",1,9,16,1,1,1,23,27,10,6,1,0,0,0,0,19,0,"Dropout",1
"2060",1,1,12,1,1,1,13,14,10,10,1,0,0,0,1,18,0,"Graduate",0
"2061",1,1,13,1,1,1,13,14,5,10,1,0,0,0,0,18,0,"Graduate",0
"2062",1,12,3,0,1,1,23,27,10,8,0,0,0,1,1,37,0,"Graduate",0
"2063",1,8,2,1,1,1,13,28,10,8,0,0,0,1,1,23,0,"Graduate",0
"2064",1,14,5,1,1,1,13,28,10,8,0,0,0,1,0,26,0,"Graduate",0
"2065",1,5,15,1,1,9,13,28,4,6,1,0,0,0,0,18,1,"Dropout",1
"2066",1,8,12,1,1,1,3,3,3,3,1,0,0,0,0,19,0,"Graduate",0
"2067",1,5,6,1,1,9,13,1,5,10,0,0,0,0,0,18,1,"Graduate",0
"2068",1,1,14,1,1,1,1,3,5,4,1,0,0,0,0,19,0,"Dropout",1
"2069",1,8,5,1,1,1,1,1,2,6,0,0,0,0,1,22,0,"Graduate",0
"2070",1,1,12,1,1,1,13,1,10,6,1,0,0,0,1,18,0,"Graduate",0
"2071",1,8,11,1,1,1,13,29,6,5,0,0,0,0,1,18,0,"Graduate",0
"2072",1,1,15,1,1,1,23,28,6,6,1,0,0,0,1,18,0,"Graduate",0
"2073",1,1,11,1,1,1,23,27,6,8,1,0,0,0,1,18,0,"Graduate",0
"2074",1,1,11,1,1,1,4,3,8,5,1,0,0,0,0,18,0,"Graduate",0
"2075",1,8,12,1,1,1,1,14,8,8,1,0,0,0,1,19,0,"Graduate",0
"2076",1,8,16,1,1,1,13,1,6,6,0,0,0,0,0,20,0,"Dropout",1
"2077",1,8,10,1,1,1,1,14,10,6,1,0,0,0,1,19,0,"Dropout",1
"2078",1,1,6,1,1,1,3,1,5,8,1,0,0,0,0,18,0,"Graduate",0
"2079",1,1,5,1,1,1,1,1,10,8,1,0,0,0,1,18,0,"Dropout",1
"2080",1,8,12,1,1,1,13,14,8,8,1,0,0,0,1,18,0,"Graduate",0
"2081",1,8,15,1,1,1,3,28,3,7,1,0,0,0,0,18,0,"Graduate",0
"2082",1,8,9,1,1,1,13,28,5,9,0,0,0,0,1,18,0,"Graduate",0
"2083",1,8,15,1,1,1,1,1,5,8,1,0,1,0,0,18,0,"Graduate",0
"2084",1,15,4,1,14,1,22,28,10,7,0,0,0,0,1,20,0,"Graduate",0
"2085",1,7,10,1,1,1,23,27,4,6,1,0,0,0,1,19,0,"Graduate",0
"2086",1,1,10,1,1,1,23,28,9,8,1,0,0,0,1,19,0,"Graduate",0
"2087",1,1,14,1,1,1,13,14,8,8,0,0,0,0,0,19,0,"Graduate",0
"2088",1,6,14,1,1,12,27,1,3,8,0,1,1,0,0,20,1,"Graduate",0
"2089",1,9,8,1,1,1,23,14,10,6,1,0,0,0,1,18,0,"Graduate",0
"2090",1,4,9,1,3,1,1,29,5,8,0,0,0,0,0,33,0,"Dropout",1
"2091",1,1,16,1,1,1,13,14,5,6,0,0,0,0,1,19,0,"Dropout",1
"2092",1,8,13,1,1,1,1,1,10,10,0,0,0,0,1,18,0,"Graduate",0
"2093",1,8,5,1,1,1,13,1,5,4,0,0,0,0,0,19,0,"Dropout",1
"2094",1,1,15,1,1,1,3,1,3,9,1,0,0,0,0,18,0,"Graduate",0
"2095",1,1,10,1,1,1,13,14,10,6,1,0,0,0,0,20,0,"Graduate",0
"2096",1,1,12,1,1,1,13,27,8,8,1,0,0,0,0,19,0,"Graduate",0
"2097",1,1,15,1,1,1,13,14,10,10,1,0,0,1,1,18,0,"Graduate",0
"2098",1,8,11,1,1,1,1,2,6,4,1,0,1,1,1,19,0,"Dropout",1
"2099",1,14,3,0,1,9,22,27,10,10,1,0,0,0,0,25,1,"Graduate",0
"2100",1,1,3,0,1,1,23,27,6,6,0,0,0,0,0,19,0,"Graduate",0
"2101",1,8,17,0,1,1,19,24,1,1,1,0,1,1,0,33,0,"Dropout",1
"2102",1,6,9,1,1,12,1,1,3,4,0,0,0,0,0,19,1,"Graduate",0
"2103",1,1,15,1,1,1,13,1,6,11,1,0,0,0,0,18,0,"Dropout",1
"2104",1,8,16,1,1,1,3,14,3,8,1,0,0,0,0,18,0,"Graduate",0
"2105",1,1,12,1,1,1,13,27,8,8,1,0,0,0,0,18,0,"Graduate",0
"2106",2,12,12,1,12,1,23,28,3,11,0,0,0,0,0,37,0,"Dropout",1
"2107",1,1,11,1,1,14,22,27,6,6,1,0,0,0,1,20,1,"Graduate",0
"2108",1,6,10,1,1,12,13,14,10,7,0,0,0,1,0,21,1,"Graduate",0
"2109",1,8,12,1,1,1,23,1,6,5,0,0,0,0,1,18,0,"Graduate",0
"2110",1,1,15,1,1,1,13,1,4,10,1,0,0,0,1,18,0,"Graduate",0
"2111",1,1,12,1,1,1,13,27,10,8,0,0,1,0,0,18,0,"Graduate",0
"2112",1,1,12,1,1,1,23,28,10,10,1,0,0,0,0,31,0,"Graduate",0
"2113",1,1,10,1,1,1,1,1,5,11,0,0,1,0,0,23,0,"Graduate",0
"2114",1,1,12,1,1,1,22,14,10,10,1,0,0,0,0,19,0,"Graduate",0
"2115",1,7,15,1,1,1,22,28,5,10,1,0,0,0,1,20,0,"Graduate",0
"2116",2,12,3,0,1,1,22,27,8,6,0,0,0,0,0,40,0,"Graduate",0
"2117",1,15,6,1,14,1,22,27,10,10,1,0,1,0,0,32,0,"Dropout",1
"2118",1,1,11,1,1,1,22,27,10,8,1,0,0,0,0,24,0,"Dropout",1
"2119",1,8,12,1,1,1,13,27,6,9,1,0,0,0,0,18,0,"Graduate",0
"2120",1,1,10,1,1,1,22,27,10,10,0,0,0,0,0,18,0,"Graduate",0
"2121",1,1,10,1,1,1,13,27,5,8,1,0,0,0,1,18,0,"Graduate",0
"2122",1,12,4,1,1,1,23,28,5,8,1,0,0,0,0,27,0,"Dropout",1
"2123",1,1,9,1,1,1,23,27,10,6,0,0,0,0,0,18,0,"Graduate",0
"2124",1,1,16,1,1,1,13,10,10,5,1,0,0,0,0,19,0,"Graduate",0
"2125",1,8,3,0,1,1,22,24,1,1,1,0,0,0,0,19,0,"Graduate",0
"2126",1,8,16,1,1,1,22,27,10,11,0,0,0,0,0,20,0,"Dropout",1
"2127",1,12,4,1,1,1,13,14,10,10,0,0,0,0,0,30,0,"Dropout",1
"2128",1,4,9,1,3,1,22,14,10,9,0,0,0,0,0,21,0,"Graduate",0
"2129",1,12,13,1,1,1,13,14,5,6,0,0,0,0,0,26,0,"Dropout",1
"2130",1,8,5,1,1,1,13,27,6,10,0,0,0,0,1,18,0,"Graduate",0
"2131",1,1,5,1,1,1,1,27,6,10,1,0,1,0,0,21,0,"Dropout",1
"2132",1,14,2,1,1,1,13,28,10,10,0,0,0,0,1,18,0,"Dropout",1
"2133",1,8,16,1,1,1,22,27,6,10,1,1,0,0,1,19,0,"Dropout",1
"2134",1,1,10,1,1,1,23,14,6,9,1,0,0,0,0,19,0,"Graduate",0
